Time,Min,Max
20170112 182200,"1,21542","1,21547"
20170112 182300,"1,21532","1,21534"
20170112 182400,"1,21532","1,21536"
20170112 182500,"1,21531","1,21542"
20170112 182600,"1,21532","1,21532"
20170112 182700,"1,21533","1,21533"
20170112 182800,"1,21542","1,21552"
20170112 182900,"1,21532","1,21532"
20170112 183000,"1,21532","1,21532"
20170112 183100,"1,21531","1,21532"
20170112 183200,"1,21532","1,21561"
20170112 183300,"1,2154","1,21555"
20170112 183400,"1,21553","1,21558"
20170112 183500,"1,21553","1,21553"
20170112 183600,"1,21553","1,21561"
20170112 183700,"1,21559","1,21565"
20170112 183800,"1,21563","1,21572"
20170112 183900,"1,21554","1,21554"
20170112 184000,"1,21549","1,21549"
20170112 184100,"1,21541","1,21541"
20170112 184200,"1,21538","1,21545"
20170112 184300,"1,21551","1,21551"
20170112 184400,"1,2154","1,2154"
20170112 184500,"1,21538","1,21556"
20170112 184600,"1,21544","1,21556"
20170112 184700,"1,21555","1,21557"
20170112 184800,"1,21551","1,21551"
20170112 184900,"1,2155","1,21566"
20170112 185000,"1,21565","1,21574"
20170112 185100,"1,21574","1,21587"
20170112 185200,"1,21587","1,21594"
20170112 185300,"1,21586","1,21605"
20170112 185400,"1,21598","1,21623"
20170112 185500,"1,21604","1,21605"
20170112 185600,"1,21605","1,2164"
20170112 185700,"1,21616","1,21639"
20170112 185800,"1,21629","1,21636"
20170112 185900,"1,21638","1,21645"
20170112 190000,"1,21643","1,2165"
20170112 190100,"1,21634","1,21635"
20170112 190200,"1,21634","1,21639"
20170112 190300,"1,21616","1,2162"
20170112 190400,"1,21608","1,21639"
20170112 190500,"1,21599","1,21599"
20170112 190600,"1,21532","1,21541"
20170112 190700,"1,21532","1,21536"
20170112 190800,"1,2153","1,2153"
20170112 190900,"1,2152","1,21523"
20170112 191000,"1,21516","1,21518"
20170112 191100,"1,21511","1,21511"
20170112 191200,"1,21506","1,21506"
20170112 191300,"1,21501","1,21521"
20170112 191400,"1,21514","1,21514"
20170112 191500,"1,215","1,21519"
20170112 191600,"1,21501","1,21502"
20170112 191700,"1,21488","1,21489"
20170112 191800,"1,21478","1,21491"
20170112 191900,"1,2149","1,21502"
20170112 192000,"1,21502","1,2152"
20170112 192100,"1,2151","1,21543"
20170112 192200,"1,21551","1,21572"
20170112 192300,"1,21543","1,21546"
20170112 192400,"1,21545","1,21547"
20170112 192500,"1,21509","1,21512"
20170112 192600,"1,21509","1,21522"
20170112 192700,"1,2152","1,21521"
20170112 192800,"1,21511","1,21512"
20170112 192900,"1,21508","1,21513"
20170112 193000,"1,2151","1,2151"
20170112 193100,"1,21504","1,21504"
20170112 193200,"1,2149","1,21495"
20170112 193300,"1,21488","1,21491"
20170112 193400,"1,21489","1,21494"
20170112 193500,"1,21489","1,2149"
20170112 193600,"1,21471","1,21477"
20170112 193700,"1,21474","1,21477"
20170112 193800,"1,21474","1,21478"
20170112 193900,"1,21474","1,21482"
20170112 194000,"1,21467","1,21468"
20170112 194100,"1,2145","1,21453"
20170112 194200,"1,21415","1,2144"
20170112 194300,"1,21423","1,21428"
20170112 194400,"1,21409","1,21421"
20170112 194500,"1,21424","1,21451"
20170112 194600,"1,21429","1,21431"
20170112 194700,"1,21411","1,21425"
20170112 194800,"1,21421","1,21421"
20170112 194900,"1,21413","1,21443"
20170112 195000,"1,21442","1,21446"
20170112 195100,"1,21443","1,21443"
20170112 195200,"1,21437","1,21443"
20170112 195300,"1,21443","1,21499"
20170112 195400,"1,21489","1,21538"
20170112 195500,"1,21556","1,21568"
20170112 195600,"1,21548","1,21552"
20170112 195700,"1,21542","1,21542"
20170112 195800,"1,2154","1,21544"
20170112 195900,"1,21535","1,21539"
20170112 200000,"1,21525","1,21529"
20170112 200100,"1,21522","1,21533"
20170112 200200,"1,21533","1,21545"
20170112 200300,"1,21543","1,2156"
20170112 200400,"1,21558","1,21587"
20170112 200500,"1,21564","1,2157"
20170112 200600,"1,21567","1,21589"
20170112 200700,"1,2159","1,21628"
20170112 200800,"1,21605","1,21621"
20170112 200900,"1,2162","1,21635"
20170112 201000,"1,21602","1,21604"
20170112 201100,"1,21599","1,21611"
20170112 201200,"1,21599","1,21625"
20170112 201300,"1,2162","1,21636"
20170112 201400,"1,21633","1,21636"
20170112 201500,"1,21631","1,21631"
20170112 201600,"1,2161","1,21615"
20170112 201700,"1,216","1,21603"
20170112 201800,"1,21609","1,21628"
20170112 201900,"1,2162","1,21626"
20170112 202000,"1,21594","1,21635"
20170112 202100,"1,21628","1,21632"
20170112 202200,"1,2163","1,21632"
20170112 202300,"1,2163","1,2163"
20170112 202400,"1,21613","1,2162"
20170112 202500,"1,21616","1,21619"
20170112 202600,"1,21615","1,21629"
20170112 202700,"1,2163","1,21633"
20170112 202800,"1,21626","1,21636"
20170112 202900,"1,21629","1,21632"
20170112 203000,"1,21629","1,21632"
20170112 203100,"1,2163","1,21632"
20170112 203200,"1,21631","1,21633"
20170112 203300,"1,21626","1,21633"
20170112 203400,"1,21628","1,21633"
20170112 203500,"1,21625","1,21634"
20170112 203600,"1,21617","1,21637"
20170112 203700,"1,21632","1,21655"
20170112 203800,"1,21655","1,21677"
20170112 203900,"1,2166","1,21665"
20170112 204000,"1,21659","1,21709"
20170112 204100,"1,21704","1,21727"
20170112 204200,"1,21707","1,21711"
20170112 204300,"1,217","1,21705"
20170112 204400,"1,21697","1,21704"
20170112 204500,"1,21706","1,21714"
20170112 204600,"1,21696","1,21718"
20170112 204700,"1,21707","1,21725"
20170112 204800,"1,21716","1,21716"
20170112 204900,"1,21712","1,21735"
20170112 205000,"1,21713","1,21724"
20170112 205100,"1,21721","1,21724"
20170112 205200,"1,21711","1,2172"
20170112 205300,"1,21709","1,21719"
20170112 205400,"1,21713","1,21713"
20170112 205500,"1,21713","1,21714"
20170112 205600,"1,21701","1,21715"
20170112 205700,"1,21697","1,21697"
20170112 205800,"1,2168","1,21682"
20170112 205900,"1,21681","1,21682"
20170112 210000,"1,2168","1,2168"
20170112 210100,"1,21658","1,21673"
20170112 210200,"1,21658","1,21659"
20170112 210300,"1,2163","1,2167"
20170112 210400,"1,21669","1,21674"
20170112 210500,"1,21668","1,21675"
20170112 210600,"1,21664","1,21674"
20170112 210700,"1,21673","1,21683"
20170112 210800,"1,21684","1,21686"
20170112 210900,"1,2168","1,21701"
20170112 211000,"1,21687","1,21696"
20170112 211100,"1,21672","1,2168"
20170112 211200,"1,21676","1,21679"
20170112 211300,"1,21673","1,21682"
20170112 211400,"1,21671","1,21686"
20170112 211500,"1,21671","1,21674"
20170112 211600,"1,21659","1,21682"
20170112 211700,"1,21672","1,21672"
20170112 211800,"1,21659","1,21663"
20170112 211900,"1,21664","1,2167"
20170112 212000,"1,2166","1,21674"
20170112 212100,"1,21673","1,21674"
20170112 212200,"1,21664","1,21681"
20170112 212300,"1,21671","1,21693"
20170112 212400,"1,21671","1,21672"
20170112 212500,"1,21662","1,21663"
20170112 212600,"1,21633","1,21639"
20170112 212700,"1,21623","1,21634"
20170112 212800,"1,2161","1,2163"
20170112 212900,"1,21625","1,21626"
20170112 213000,"1,21602","1,21602"
20170112 213100,"1,2159","1,2159"
20170112 213200,"1,2158","1,21585"
20170112 213300,"1,21582","1,2159"
20170112 213400,"1,21576","1,21581"
20170112 213500,"1,21572","1,21585"
20170112 213600,"1,2159","1,21591"
20170112 213700,"1,21566","1,21581"
20170112 213800,"1,21577","1,21582"
20170112 213900,"1,21581","1,21592"
20170112 214000,"1,2159","1,2159"
20170112 214100,"1,21577","1,21602"
20170112 214200,"1,21594","1,21605"
20170112 214300,"1,21596","1,21599"
20170112 214400,"1,21595","1,21602"
20170112 214500,"1,21595","1,21595"
20170112 214600,"1,21567","1,21587"
20170112 214700,"1,21564","1,21564"
20170112 214800,"1,21541","1,21553"
20170112 214900,"1,21551","1,21566"
20170112 215000,"1,21554","1,21565"
20170112 215100,"1,21564","1,21574"
20170112 215200,"1,21554","1,21559"
20170112 215300,"1,21559","1,21565"
20170112 215400,"1,21559","1,21559"
20170112 215500,"1,21531","1,21549"
20170112 215600,"1,21535","1,21548"
20170112 215700,"1,21537","1,21547"
20170112 215800,"1,21544","1,21546"
20170112 215900,"1,2155","1,21555"
20170112 220000,"1,21538","1,21554"
20170112 220100,"1,21551","1,21552"
20170112 220200,"1,2155","1,2155"
20170112 220300,"1,21549","1,21549"
20170112 220400,"1,21544","1,21554"
20170112 220500,"1,21545","1,21554"
20170112 220600,"1,21545","1,2155"
20170112 220700,"1,21544","1,2155"
20170112 220800,"1,21545","1,21562"
20170112 220900,"1,21562","1,21567"
20170112 221000,"1,21563","1,21567"
20170112 221100,"1,21572","1,21572"
20170112 221200,"1,21563","1,21573"
20170112 221300,"1,21575","1,21583"
20170112 221400,"1,2157","1,21574"
20170112 221500,"1,21573","1,2158"
20170112 221600,"1,21566","1,21575"
20170112 221700,"1,21573","1,21573"
20170112 221800,"1,21569","1,21569"
20170112 221900,"1,21563","1,21575"
20170112 222000,"1,21571","1,21583"
20170112 222100,"1,21577","1,21581"
20170112 222200,"1,2157","1,21586"
20170112 222300,"1,21581","1,21585"
20170112 222400,"1,21574","1,21574"
20170112 222500,"1,21575","1,2158"
20170112 222600,"1,21554","1,21554"
20170112 222700,"1,21553","1,21556"
20170112 222800,"1,21555","1,21555"
20170112 222900,"1,21555","1,21565"
20170112 223000,"1,21555","1,21555"
20170112 223100,"1,21546","1,21549"
20170112 223200,"1,21527","1,21534"
20170112 223300,"1,21516","1,21534"
20170112 223400,"1,21539","1,21544"
20170112 223500,"1,21527","1,21544"
20170112 223600,"1,21525","1,21527"
20170112 223700,"1,21526","1,21534"
20170112 223800,"1,2153","1,21535"
20170112 223900,"1,21536","1,21537"
20170112 224000,"1,21538","1,21545"
20170112 224100,"1,21534","1,21546"
20170112 224200,"1,21544","1,21558"
20170112 224300,"1,21555","1,21555"
20170112 224400,"1,21555","1,21585"
20170112 224500,"1,21577","1,21582"
20170112 224600,"1,21577","1,21579"
20170112 224700,"1,21563","1,21565"
20170112 224800,"1,21565","1,21565"
20170112 224900,"1,21566","1,21571"
20170112 225000,"1,21555","1,21557"
20170112 225100,"1,21556","1,21568"
20170112 225200,"1,21557","1,21565"
20170112 225300,"1,21568","1,21575"
20170112 225400,"1,21567","1,21575"
20170112 225500,"1,21566","1,21577"
20170112 225600,"1,21575","1,21578"
20170112 225700,"1,21577","1,21586"
20170112 225800,"1,21572","1,21585"
20170112 225900,"1,21576","1,21582"
20170112 230000,"1,21574","1,21586"
20170112 230100,"1,21574","1,21574"
20170112 230200,"1,21557","1,21565"
20170112 230300,"1,21563","1,21566"
20170112 230400,"1,21554","1,21566"
20170112 230500,"1,21564","1,21564"
20170112 230600,"1,2156","1,21571"
20170112 230700,"1,21566","1,2158"
20170112 230800,"1,21555","1,21558"
20170112 230900,"1,21556","1,21557"
20170112 231000,"1,21545","1,21558"
20170112 231100,"1,21553","1,21557"
20170112 231200,"1,21554","1,21564"
20170112 231300,"1,21564","1,21564"
20170112 231400,"1,21564","1,21564"
20170112 231500,"1,21553","1,21564"
20170112 231600,"1,21553","1,21555"
20170112 231700,"1,21555","1,21566"
20170112 231800,"1,21563","1,21565"
20170112 231900,"1,21563","1,21567"
20170112 232000,"1,21566","1,21566"
20170112 232100,"1,21563","1,21571"
20170112 232200,"1,21558","1,21558"
20170112 232300,"1,21554","1,21556"
20170112 232400,"1,21555","1,21557"
20170112 232500,"1,2155","1,21555"
20170112 232600,"1,21553","1,21556"
20170112 232700,"1,21559","1,21566"
20170112 232800,"1,21559","1,21567"
20170112 232900,"1,21566","1,21568"
20170112 233000,"1,21567","1,21575"
20170112 233100,"1,21575","1,21575"
20170112 233200,"1,21574","1,21578"
20170112 233300,"1,21575","1,21595"
20170112 233400,"1,21594","1,216"
20170112 233500,"1,21598","1,21605"
20170112 233600,"1,21604","1,21606"
20170112 233700,"1,21606","1,21624"
20170112 233800,"1,21624","1,21634"
20170112 233900,"1,21624","1,2163"
20170112 234000,"1,21627","1,21635"
20170112 234100,"1,21624","1,21634"
20170112 234200,"1,21633","1,21637"
20170112 234300,"1,21635","1,21658"
20170112 234400,"1,21653","1,21655"
20170112 234500,"1,21659","1,21663"
20170112 234600,"1,21648","1,21656"
20170112 234700,"1,21642","1,21645"
20170112 234800,"1,21645","1,21645"
20170112 234900,"1,21642","1,21653"
20170112 235000,"1,21645","1,21654"
20170112 235100,"1,21652","1,21664"
20170112 235200,"1,21662","1,21663"
20170112 235300,"1,21654","1,21654"
20170112 235400,"1,21642","1,21645"
20170112 235500,"1,21644","1,21645"
20170112 235600,"1,21643","1,21646"
20170112 235700,"1,21644","1,21646"
20170112 235800,"1,21643","1,21645"
20170112 235900,"1,21645","1,21663"
20170113 000000,"1,21663","1,21663"
20170113 000100,"1,21643","1,21643"
20170113 000200,"1,21633","1,21651"
20170113 000300,"1,21653","1,21658"
20170113 000400,"1,21644","1,21666"
20170113 000500,"1,21643","1,21643"
20170113 000600,"1,21641","1,21643"
20170113 000700,"1,21643","1,21655"
20170113 000800,"1,21654","1,21666"
20170113 000900,"1,21662","1,21664"
20170113 001000,"1,21663","1,21664"
20170113 001100,"1,21663","1,21664"
20170113 001200,"1,21653","1,21659"
20170113 001300,"1,21656","1,21664"
20170113 001400,"1,21664","1,21664"
20170113 001500,"1,21653","1,21654"
20170113 001600,"1,21651","1,21654"
20170113 001700,"1,21652","1,21656"
20170113 001800,"1,21652","1,21656"
20170113 001900,"1,21653","1,21654"
20170113 002000,"1,21651","1,21674"
20170113 002100,"1,21664","1,21664"
20170113 002200,"1,21663","1,21666"
20170113 002300,"1,21663","1,21666"
20170113 002400,"1,21665","1,21666"
20170113 002500,"1,21665","1,21665"
20170113 002600,"1,21662","1,21662"
20170113 002700,"1,21638","1,21644"
20170113 002800,"1,21642","1,21645"
20170113 002900,"1,21645","1,21665"
20170113 003000,"1,21648","1,21655"
20170113 003100,"1,21655","1,21655"
20170113 003200,"1,21653","1,21654"
20170113 003300,"1,21653","1,21654"
20170113 003400,"1,21653","1,21653"
20170113 003500,"1,21654","1,21655"
20170113 003600,"1,21648","1,21649"
20170113 003700,"1,21648","1,21649"
20170113 003800,"1,21645","1,21652"
20170113 003900,"1,21643","1,21644"
20170113 004000,"1,21641","1,21641"
20170113 004100,"1,21624","1,21624"
20170113 004200,"1,21624","1,21628"
20170113 004300,"1,21626","1,21626"
20170113 004400,"1,2162","1,2162"
20170113 004500,"1,21614","1,21625"
20170113 004600,"1,21623","1,21623"
20170113 004700,"1,21625","1,21625"
20170113 004800,"1,21625","1,21625"
20170113 004900,"1,21625","1,21625"
20170113 005000,"1,21622","1,21625"
20170113 005100,"1,21613","1,21613"
20170113 005200,"1,21614","1,21614"
20170113 005300,"1,21612","1,21614"
20170113 005400,"1,21602","1,21603"
20170113 005500,"1,21602","1,21602"
20170113 005600,"1,21594","1,21607"
20170113 005700,"1,21582","1,21582"
20170113 005800,"1,21568","1,21575"
20170113 005900,"1,21574","1,21576"
20170113 010000,"1,21576","1,21576"
20170113 010100,"1,21562","1,21565"
20170113 010200,"1,21551","1,21575"
20170113 010300,"1,2157","1,21593"
20170113 010400,"1,21594","1,21612"
20170113 010500,"1,21606","1,21617"
20170113 010600,"1,21615","1,21617"
20170113 010700,"1,21588","1,21595"
20170113 010800,"1,21593","1,21618"
20170113 010900,"1,216","1,21615"
20170113 011000,"1,21612","1,21621"
20170113 011100,"1,21616","1,21622"
20170113 011200,"1,21603","1,21615"
20170113 011300,"1,21616","1,21622"
20170113 011400,"1,21612","1,21616"
20170113 011500,"1,21605","1,21605"
20170113 011600,"1,21597","1,216"
20170113 011700,"1,21593","1,21599"
20170113 011800,"1,21592","1,21614"
20170113 011900,"1,21609","1,21613"
20170113 012000,"1,21592","1,21593"
20170113 012100,"1,2159","1,21592"
20170113 012200,"1,21592","1,21592"
20170113 012300,"1,21539","1,21553"
20170113 012400,"1,21538","1,21538"
20170113 012500,"1,21528","1,21532"
20170113 012600,"1,21527","1,21527"
20170113 012700,"1,21522","1,21524"
20170113 012800,"1,21522","1,21522"
20170113 012900,"1,21493","1,21533"
20170113 013000,"1,21508","1,21526"
20170113 013100,"1,21522","1,21526"
20170113 013200,"1,21524","1,21526"
20170113 013300,"1,21523","1,21531"
20170113 013400,"1,21532","1,21538"
20170113 013500,"1,21531","1,21534"
20170113 013600,"1,21525","1,21562"
20170113 013700,"1,21561","1,21573"
20170113 013800,"1,21574","1,21578"
20170113 013900,"1,21554","1,21558"
20170113 014000,"1,21556","1,2157"
20170113 014100,"1,21561","1,21575"
20170113 014200,"1,21572","1,21576"
20170113 014300,"1,21569","1,21593"
20170113 014400,"1,21587","1,21588"
20170113 014500,"1,21586","1,21634"
20170113 014600,"1,21629","1,21629"
20170113 014700,"1,21619","1,2164"
20170113 014800,"1,21637","1,21642"
20170113 014900,"1,21627","1,21657"
20170113 015000,"1,21655","1,21656"
20170113 015100,"1,2165","1,21653"
20170113 015200,"1,21639","1,21643"
20170113 015300,"1,21632","1,21632"
20170113 015400,"1,21595","1,21595"
20170113 015500,"1,21581","1,21622"
20170113 015600,"1,21615","1,21619"
20170113 015700,"1,21616","1,21619"
20170113 015800,"1,21615","1,2162"
20170113 015900,"1,21598","1,21618"
20170113 020000,"1,21609","1,21609"
20170113 020100,"1,21572","1,21572"
20170113 020200,"1,21545","1,21553"
20170113 020300,"1,21554","1,21555"
20170113 020400,"1,21543","1,21581"
20170113 020500,"1,21571","1,21628"
20170113 020600,"1,21613","1,21618"
20170113 020700,"1,21611","1,21617"
20170113 020800,"1,21605","1,21651"
20170113 020900,"1,2164","1,21699"
20170113 021000,"1,21692","1,21692"
20170113 021100,"1,21677","1,21684"
20170113 021200,"1,21683","1,21685"
20170113 021300,"1,21658","1,21702"
20170113 021400,"1,21697","1,21755"
20170113 021500,"1,21749","1,21749"
20170113 021600,"1,21704","1,21705"
20170113 021700,"1,21693","1,21693"
20170113 021800,"1,21681","1,21682"
20170113 021900,"1,21646","1,21666"
20170113 022000,"1,21666","1,21686"
20170113 022100,"1,21649","1,21652"
20170113 022200,"1,21615","1,21638"
20170113 022300,"1,21627","1,21646"
20170113 022400,"1,21629","1,21637"
20170113 022500,"1,21623","1,21623"
20170113 022600,"1,21603","1,21608"
20170113 022700,"1,21598","1,21614"
20170113 022800,"1,21597","1,21646"
20170113 022900,"1,21643","1,21666"
20170113 023000,"1,21649","1,21656"
20170113 023100,"1,21652","1,21677"
20170113 023200,"1,2165","1,21699"
20170113 023300,"1,21691","1,217"
20170113 023400,"1,21693","1,21718"
20170113 023500,"1,21708","1,21718"
20170113 023600,"1,21692","1,21718"
20170113 023700,"1,21718","1,21739"
20170113 023800,"1,21726","1,21753"
20170113 023900,"1,21736","1,21757"
20170113 024000,"1,21736","1,21737"
20170113 024100,"1,21718","1,21727"
20170113 024200,"1,21724","1,21758"
20170113 024300,"1,21742","1,21747"
20170113 024400,"1,2173","1,21759"
20170113 024500,"1,21699","1,21737"
20170113 024600,"1,21711","1,21731"
20170113 024700,"1,21716","1,21719"
20170113 024800,"1,21705","1,21719"
20170113 024900,"1,21707","1,21729"
20170113 025000,"1,2173","1,21738"
20170113 025100,"1,21719","1,21723"
20170113 025200,"1,21672","1,21688"
20170113 025300,"1,21668","1,21679"
20170113 025400,"1,2167","1,21688"
20170113 025500,"1,21687","1,21711"
20170113 025600,"1,21698","1,21698"
20170113 025700,"1,21687","1,21691"
20170113 025800,"1,21677","1,2169"
20170113 025900,"1,21687","1,2169"
20170113 030000,"1,21677","1,21708"
20170113 030100,"1,21673","1,21674"
20170113 030200,"1,21641","1,21671"
20170113 030300,"1,21666","1,21702"
20170113 030400,"1,21688","1,21747"
20170113 030500,"1,21746","1,21747"
20170113 030600,"1,21725","1,21789"
20170113 030700,"1,2178","1,21837"
20170113 030800,"1,21812","1,21846"
20170113 030900,"1,21837","1,21851"
20170113 031000,"1,21834","1,21835"
20170113 031100,"1,21817","1,21826"
20170113 031200,"1,21826","1,21848"
20170113 031300,"1,2184","1,21854"
20170113 031400,"1,21835","1,21835"
20170113 031500,"1,21821","1,21847"
20170113 031600,"1,21798","1,21802"
20170113 031700,"1,21788","1,21815"
20170113 031800,"1,21802","1,21804"
20170113 031900,"1,21786","1,21793"
20170113 032000,"1,21787","1,21805"
20170113 032100,"1,21787","1,21813"
20170113 032200,"1,21796","1,21797"
20170113 032300,"1,21769","1,21786"
20170113 032400,"1,21783","1,21804"
20170113 032500,"1,21794","1,21836"
20170113 032600,"1,21834","1,21857"
20170113 032700,"1,21841","1,2186"
20170113 032800,"1,21833","1,21841"
20170113 032900,"1,21843","1,21849"
20170113 033000,"1,21843","1,21844"
20170113 033100,"1,2182","1,21864"
20170113 033200,"1,21826","1,21826"
20170113 033300,"1,21825","1,21846"
20170113 033400,"1,21836","1,21836"
20170113 033500,"1,2183","1,21851"
20170113 033600,"1,21821","1,21823"
20170113 033700,"1,21788","1,21828"
20170113 033800,"1,218","1,21839"
20170113 033900,"1,21829","1,21877"
20170113 034000,"1,21871","1,21873"
20170113 034100,"1,21826","1,21839"
20170113 034200,"1,21839","1,2185"
20170113 034300,"1,21815","1,21843"
20170113 034400,"1,21841","1,21889"
20170113 034500,"1,21885","1,21924"
20170113 034600,"1,21913","1,21938"
20170113 034700,"1,21933","1,21942"
20170113 034800,"1,2193","1,21933"
20170113 034900,"1,21924","1,21959"
20170113 035000,"1,2192","1,21923"
20170113 035100,"1,2192","1,21927"
20170113 035200,"1,21923","1,21934"
20170113 035300,"1,21897","1,21906"
20170113 035400,"1,21886","1,21892"
20170113 035500,"1,21841","1,2187"
20170113 035600,"1,21867","1,2189"
20170113 035700,"1,21889","1,21918"
20170113 035800,"1,21905","1,21905"
20170113 035900,"1,21882","1,21903"
20170113 040000,"1,21878","1,21911"
20170113 040100,"1,21892","1,219"
20170113 040200,"1,21881","1,21884"
20170113 040300,"1,21825","1,2183"
20170113 040400,"1,21817","1,21847"
20170113 040500,"1,21838","1,21855"
20170113 040600,"1,21821","1,21831"
20170113 040700,"1,2183","1,21856"
20170113 040800,"1,21845","1,21857"
20170113 040900,"1,21851","1,21859"
20170113 041000,"1,21837","1,21876"
20170113 041100,"1,21862","1,21867"
20170113 041200,"1,21852","1,2186"
20170113 041300,"1,21862","1,2187"
20170113 041400,"1,21852","1,21861"
20170113 041500,"1,21845","1,21847"
20170113 041600,"1,21832","1,21846"
20170113 041700,"1,21817","1,21819"
20170113 041800,"1,21794","1,21813"
20170113 041900,"1,21805","1,21821"
20170113 042000,"1,21808","1,2186"
20170113 042100,"1,21839","1,21867"
20170113 042200,"1,21859","1,21902"
20170113 042300,"1,21899","1,21921"
20170113 042400,"1,21897","1,219"
20170113 042500,"1,21884","1,21888"
20170113 042600,"1,2188","1,21885"
20170113 042700,"1,21882","1,21922"
20170113 042800,"1,21921","1,21976"
20170113 042900,"1,21969","1,21983"
20170113 043000,"1,21969","1,2197"
20170113 043100,"1,21954","1,22029"
20170113 043200,"1,22021","1,2207"
20170113 043300,"1,22046","1,22088"
20170113 043400,"1,2206","1,22079"
20170113 043500,"1,22066","1,2209"
20170113 043600,"1,22074","1,22074"
20170113 043700,"1,22018","1,22026"
20170113 043800,"1,21998","1,2201"
20170113 043900,"1,22","1,22005"
20170113 044000,"1,21997","1,22009"
20170113 044100,"1,21997","1,21999"
20170113 044200,"1,21988","1,22002"
20170113 044300,"1,21998","1,22021"
20170113 044400,"1,22017","1,22042"
20170113 044500,"1,22026","1,22026"
20170113 044600,"1,22002","1,22019"
20170113 044700,"1,2202","1,22031"
20170113 044800,"1,22028","1,22046"
20170113 044900,"1,22029","1,22045"
20170113 045000,"1,22032","1,22049"
20170113 045100,"1,2204","1,2204"
20170113 045200,"1,22029","1,22079"
20170113 045300,"1,22067","1,2208"
20170113 045400,"1,22072","1,22081"
20170113 045500,"1,22071","1,22077"
20170113 045600,"1,22061","1,22069"
20170113 045700,"1,22067","1,22079"
20170113 045800,"1,22059","1,22073"
20170113 045900,"1,22069","1,22072"
20170113 050000,"1,22066","1,22089"
20170113 050100,"1,2207","1,22081"
20170113 050200,"1,2208","1,2209"
20170113 050300,"1,22087","1,22147"
20170113 050400,"1,22137","1,2215"
20170113 050500,"1,22145","1,22166"
20170113 050600,"1,22161","1,22203"
20170113 050700,"1,22151","1,22151"
20170113 050800,"1,22125","1,22153"
20170113 050900,"1,22139","1,22171"
20170113 051000,"1,22167","1,22169"
20170113 051100,"1,22167","1,22167"
20170113 051200,"1,22169","1,22179"
20170113 051300,"1,22177","1,22177"
20170113 051400,"1,22157","1,22171"
20170113 051500,"1,22156","1,22156"
20170113 051600,"1,22138","1,22152"
20170113 051700,"1,22152","1,22189"
20170113 051800,"1,22188","1,2219"
20170113 051900,"1,22179","1,2219"
20170113 052000,"1,2219","1,2219"
20170113 052100,"1,22169","1,22201"
20170113 052200,"1,22194","1,22228"
20170113 052300,"1,22212","1,22212"
20170113 052400,"1,22168","1,22176"
20170113 052500,"1,22156","1,22181"
20170113 052600,"1,22181","1,2222"
20170113 052700,"1,22218","1,22275"
20170113 052800,"1,22235","1,22256"
20170113 052900,"1,2224","1,2224"
20170113 053000,"1,22227","1,22251"
20170113 053100,"1,22227","1,22227"
20170113 053200,"1,22197","1,22199"
20170113 053300,"1,22184","1,22184"
20170113 053400,"1,22182","1,22182"
20170113 053500,"1,22171","1,22171"
20170113 053600,"1,22158","1,22189"
20170113 053700,"1,22189","1,2221"
20170113 053800,"1,2218","1,2218"
20170113 053900,"1,22155","1,22155"
20170113 054000,"1,2213","1,22135"
20170113 054100,"1,22116","1,2212"
20170113 054200,"1,2211","1,22126"
20170113 054300,"1,22124","1,22135"
20170113 054400,"1,22115","1,22154"
20170113 054500,"1,2215","1,22163"
20170113 054600,"1,22137","1,22137"
20170113 054700,"1,22134","1,22136"
20170113 054800,"1,22098","1,22106"
20170113 054900,"1,22087","1,22109"
20170113 055000,"1,22118","1,22119"
20170113 055100,"1,22107","1,22137"
20170113 055200,"1,22133","1,22139"
20170113 055300,"1,22137","1,22147"
20170113 055400,"1,22131","1,22161"
20170113 055500,"1,22161","1,22169"
20170113 055600,"1,22165","1,22178"
20170113 055700,"1,22175","1,22175"
20170113 055800,"1,22165","1,22219"
20170113 055900,"1,22216","1,22217"
20170113 060000,"1,22202","1,22208"
20170113 060100,"1,22209","1,22239"
20170113 060200,"1,22222","1,22327"
20170113 060300,"1,22265","1,22265"
20170113 060400,"1,22256","1,22256"
20170113 060500,"1,22221","1,22228"
20170113 060600,"1,22223","1,22223"
20170113 060700,"1,2219","1,22197"
20170113 060800,"1,22176","1,22182"
20170113 060900,"1,22178","1,2219"
20170113 061000,"1,22179","1,22188"
20170113 061100,"1,22183","1,22198"
20170113 061200,"1,22183","1,22192"
20170113 061300,"1,22181","1,22196"
20170113 061400,"1,2219","1,22191"
20170113 061500,"1,22165","1,22166"
20170113 061600,"1,2216","1,22161"
20170113 061700,"1,22147","1,22155"
20170113 061800,"1,22137","1,22156"
20170113 061900,"1,22148","1,22179"
20170113 062000,"1,2217","1,2217"
20170113 062100,"1,22164","1,22188"
20170113 062200,"1,22174","1,22189"
20170113 062300,"1,22189","1,22206"
20170113 062400,"1,22188","1,22198"
20170113 062500,"1,22191","1,22191"
20170113 062600,"1,22182","1,22182"
20170113 062700,"1,22153","1,22153"
20170113 062800,"1,22109","1,22136"
20170113 062900,"1,22118","1,22137"
20170113 063000,"1,22107","1,22108"
20170113 063100,"1,22102","1,22108"
20170113 063200,"1,22104","1,22104"
20170113 063300,"1,22078","1,22093"
20170113 063400,"1,2209","1,2209"
20170113 063500,"1,22076","1,22079"
20170113 063600,"1,22065","1,22088"
20170113 063700,"1,22049","1,22058"
