Time,Min,Max
20170102 143000,"1,22815","1,2283"
20170102 143100,"1,22829","1,22829"
20170102 143200,"1,22829","1,22829"
20170102 143300,"1,22829","1,22831"
20170102 143400,"1,22831","1,22831"
20170102 143500,"1,22829","1,22831"
20170102 143600,"1,22828","1,22833"
20170102 143700,"1,22832","1,22833"
20170102 143800,"1,22833","1,22833"
20170102 143900,"1,22832","1,22833"
20170102 144000,"1,22833","1,22843"
20170102 144100,"1,22843","1,22843"
20170102 144200,"1,22843","1,22843"
20170102 144300,"1,22798","1,22843"
20170102 144400,"1,22843","1,22843"
20170102 144500,"1,22843","1,22843"
20170102 144600,"1,22843","1,22843"
20170102 144700,"1,22843","1,22843"
20170102 144800,"1,22843","1,22843"
20170102 144900,"1,22843","1,22843"
20170102 145000,"1,22842","1,22842"
20170102 145100,"1,22841","1,22842"
20170102 145200,"1,22842","1,22843"
20170102 145300,"1,22843","1,22843"
20170102 145400,"1,22842","1,22843"
20170102 145500,"1,22807","1,22858"
20170102 145600,"1,22852","1,22859"
20170102 145700,"1,22847","1,22858"
20170102 145800,"1,22848","1,22857"
20170102 145900,"1,22854","1,22856"
20170102 150000,"1,22852","1,22855"
20170102 150100,"1,22852","1,22856"
20170102 150200,"1,22852","1,22852"
20170102 150300,"1,22839","1,22849"
20170102 150400,"1,22847","1,22847"
20170102 150500,"1,22847","1,22847"
20170102 150600,"1,22842","1,22842"
20170102 150700,"1,22835","1,22839"
20170102 150800,"1,22823","1,22823"
20170102 150900,"1,22798","1,2282"
20170102 151000,"1,22799","1,22835"
20170102 151100,"1,22812","1,22835"
20170102 151200,"1,22824","1,22824"
20170102 151300,"1,22807","1,22812"
20170102 151400,"1,22796","1,22812"
20170102 151500,"1,22797","1,22811"
20170102 151600,"1,2281","1,2281"
20170102 151700,"1,22801","1,22811"
20170102 151800,"1,22807","1,22826"
20170102 151900,"1,22798","1,22823"
20170102 152000,"1,22807","1,22821"
20170102 152100,"1,22807","1,22814"
20170102 152200,"1,22798","1,2282"
20170102 152300,"1,22798","1,22816"
20170102 152400,"1,22815","1,22818"
20170102 152500,"1,22821","1,22825"
20170102 152600,"1,22808","1,22808"
20170102 152700,"1,22807","1,22817"
20170102 152800,"1,22808","1,2282"
20170102 152900,"1,22808","1,22808"
20170102 153000,"1,22807","1,22821"
20170102 153100,"1,22814","1,22821"
20170102 153200,"1,22798","1,22811"
20170102 153300,"1,22807","1,22807"
20170102 153400,"1,22813","1,22826"
20170102 153500,"1,22821","1,22821"
20170102 153600,"1,22798","1,22811"
20170102 153700,"1,22805","1,22811"
20170102 153800,"1,22799","1,22811"
20170102 153900,"1,22814","1,22817"
20170102 154000,"1,22806","1,22814"
20170102 154100,"1,22806","1,22822"
20170102 154200,"1,22818","1,22818"
20170102 154300,"1,22807","1,22823"
20170102 154400,"1,22798","1,22807"
20170102 154500,"1,22798","1,22806"
20170102 154600,"1,22799","1,22807"
20170102 154700,"1,22798","1,22798"
20170102 154800,"1,2278","1,22814"
20170102 154900,"1,22813","1,22814"
20170102 155000,"1,22805","1,22805"
20170102 155100,"1,22814","1,22814"
20170102 155200,"1,22811","1,22811"
20170102 155300,"1,22808","1,22808"
20170102 155400,"1,22807","1,22808"
20170102 155500,"1,22824","1,22842"
20170102 155700,"1,22839","1,2284"
20170102 155800,"1,22835","1,22835"
20170102 155900,"1,22842","1,22842"
20170102 160000,"1,22838","1,22838"
20170102 160100,"1,22829","1,2283"
20170102 160200,"1,22811","1,22811"
20170102 160300,"1,22798","1,22799"
20170102 160400,"1,22798","1,22798"
20170102 160500,"1,22798","1,22798"
20170102 160600,"1,22798","1,22798"
20170102 160700,"1,22797","1,22798"
20170102 160800,"1,22797","1,22797"
20170102 160900,"1,22797","1,22797"
20170102 161000,"1,22781","1,22781"
20170102 161100,"1,22759","1,22781"
20170102 161200,"1,22781","1,22781"
20170102 161300,"1,22781","1,22781"
20170102 161400,"1,22722","1,2273"
20170102 161500,"1,22758","1,2278"
20170102 161600,"1,2273","1,2273"
20170102 161700,"1,22726","1,22727"
20170102 161800,"1,22727","1,22728"
20170102 161900,"1,22728","1,22733"
20170102 162000,"1,22724","1,22724"
20170102 162100,"1,2272","1,22721"
20170102 162200,"1,22722","1,22731"
20170102 162300,"1,22731","1,22731"
20170102 162400,"1,22725","1,22731"
20170102 162500,"1,22731","1,22735"
20170102 162600,"1,22731","1,22731"
20170102 162700,"1,22731","1,22731"
20170102 162800,"1,22731","1,22736"
20170102 162900,"1,22731","1,22737"
20170102 163000,"1,22731","1,22732"
20170102 163200,"1,22731","1,22731"
20170102 163300,"1,22731","1,22733"
20170102 163400,"1,22731","1,22731"
20170102 163500,"1,22731","1,22731"
20170102 163600,"1,22731","1,22731"
20170102 163700,"1,22731","1,22731"
20170102 163800,"1,22731","1,22731"
20170102 163900,"1,22731","1,22731"
20170102 164100,"1,22731","1,22731"
20170102 164200,"1,22731","1,22731"
20170102 164300,"1,22731","1,22731"
20170102 164400,"1,22731","1,22731"
20170102 164500,"1,22731","1,22731"
20170102 164600,"1,22714","1,22715"
20170102 164700,"1,22714","1,22714"
20170102 164800,"1,22713","1,22713"
20170102 164900,"1,22712","1,22714"
20170102 165000,"1,22714","1,22714"
20170102 165100,"1,22714","1,22715"
20170102 165200,"1,22715","1,22715"
20170102 165300,"1,22712","1,22714"
20170102 165400,"1,22711","1,22757"
20170102 165500,"1,22752","1,22758"
20170102 165600,"1,2275","1,22756"
20170102 165700,"1,22736","1,2274"
20170102 165800,"1,22732","1,2275"
20170102 165900,"1,22731","1,22763"
20170102 170100,"1,22725","1,22725"
20170102 170200,"1,22742","1,22762"
20170102 170300,"1,22778","1,22778"
20170102 170500,"1,22744","1,22751"
20170102 170600,"1,22744","1,22748"
20170102 170700,"1,22742","1,22747"
20170102 170800,"1,22744","1,22765"
20170102 171000,"1,22751","1,2276"
20170102 171100,"1,22747","1,22766"
20170102 171200,"1,22766","1,22767"
20170102 171300,"1,22762","1,2277"
20170102 171400,"1,22768","1,22769"
20170102 171500,"1,22768","1,2277"
20170102 171600,"1,22759","1,22777"
20170102 171700,"1,22769","1,22777"
20170102 171800,"1,22765","1,22765"
20170102 171900,"1,2276","1,22763"
20170102 172000,"1,22749","1,22759"
20170102 172100,"1,2276","1,22761"
20170102 172200,"1,22759","1,22762"
20170102 172300,"1,22764","1,22764"
20170102 172400,"1,22762","1,22764"
20170102 172500,"1,22764","1,22764"
20170102 172600,"1,22763","1,22764"
20170102 172700,"1,22764","1,22764"
20170102 172800,"1,22762","1,22764"
20170102 172900,"1,22762","1,22762"
20170102 173000,"1,22763","1,22767"
20170102 173100,"1,22765","1,22768"
20170102 173200,"1,22768","1,22768"
20170102 173300,"1,22737","1,22803"
20170102 173400,"1,22782","1,22803"
20170102 173500,"1,22767","1,22798"
20170102 173600,"1,22771","1,22771"
20170102 173700,"1,22769","1,22769"
20170102 173800,"1,22766","1,22766"
20170102 173900,"1,22761","1,22762"
20170102 174000,"1,2276","1,22762"
20170102 174100,"1,2276","1,22762"
20170102 174200,"1,22759","1,22759"
20170102 174300,"1,22759","1,22764"
20170102 174400,"1,22763","1,22765"
20170102 174500,"1,22772","1,22789"
20170102 174600,"1,2279","1,22802"
20170102 174700,"1,22803","1,22804"
20170102 174800,"1,22803","1,22804"
20170102 174900,"1,22799","1,22801"
20170102 175000,"1,22775","1,22784"
20170102 175100,"1,22775","1,22783"
20170102 175200,"1,22782","1,22782"
20170102 175300,"1,22774","1,22794"
20170102 175400,"1,22796","1,22806"
20170102 175500,"1,22759","1,22767"
20170102 175600,"1,22785","1,22788"
20170102 175700,"1,22768","1,22768"
20170102 175800,"1,22764","1,22769"
20170102 175900,"1,22762","1,22798"
20170102 180000,"1,22748","1,22916"
20170102 180100,"1,22817","1,22842"
20170102 180200,"1,22834","1,22874"
20170102 180300,"1,22874","1,22877"
20170102 180400,"1,22838","1,22843"
20170102 180500,"1,22804","1,22823"
20170102 180600,"1,2282","1,22822"
20170102 180700,"1,22809","1,22822"
20170102 180800,"1,22817","1,22829"
20170102 180900,"1,22809","1,22817"
20170102 181000,"1,22809","1,22819"
20170102 181100,"1,22783","1,22797"
20170102 181200,"1,22797","1,22806"
20170102 181300,"1,22798","1,22806"
20170102 181400,"1,22797","1,22801"
20170102 181500,"1,22782","1,22787"
20170102 181600,"1,22777","1,22777"
20170102 181700,"1,2276","1,22766"
20170102 181800,"1,22753","1,22757"
20170102 181900,"1,22748","1,22753"
20170102 182000,"1,22746","1,22779"
20170102 182100,"1,22776","1,22778"
20170102 182200,"1,2276","1,22777"
20170102 182300,"1,22771","1,22771"
20170102 182400,"1,22766","1,22769"
20170102 182500,"1,22768","1,2277"
20170102 182600,"1,22757","1,2279"
20170102 182700,"1,22781","1,22781"
20170102 182800,"1,2278","1,2278"
20170102 182900,"1,22774","1,22798"
20170102 183000,"1,22796","1,22805"
20170102 183100,"1,22805","1,22824"
20170102 183200,"1,22808","1,22813"
20170102 183300,"1,2281","1,22821"
20170102 183400,"1,22803","1,22804"
20170102 183500,"1,22801","1,2281"
20170102 183600,"1,22784","1,22802"
20170102 183700,"1,22791","1,22811"
20170102 183800,"1,22814","1,22826"
20170102 183900,"1,22828","1,22845"
20170102 184000,"1,22842","1,22847"
20170102 184100,"1,22814","1,22821"
20170102 184200,"1,22811","1,22811"
20170102 184300,"1,22788","1,22788"
20170102 184400,"1,22782","1,22782"
20170102 184500,"1,22779","1,22779"
20170102 184600,"1,22758","1,22773"
20170102 184700,"1,22762","1,22768"
20170102 184800,"1,22763","1,22769"
20170102 184900,"1,22769","1,22769"
20170102 185000,"1,22762","1,22763"
20170102 185100,"1,22752","1,22765"
20170102 185200,"1,2276","1,22765"
20170102 185300,"1,22762","1,22771"
20170102 185400,"1,22771","1,22782"
20170102 185500,"1,22781","1,22786"
20170102 185600,"1,22782","1,22782"
20170102 185700,"1,22773","1,22791"
20170102 185800,"1,22784","1,22792"
20170102 185900,"1,22795","1,22814"
20170102 190000,"1,22796","1,22807"
20170102 190100,"1,22797","1,22808"
20170102 190200,"1,228","1,22803"
20170102 190300,"1,22804","1,22804"
20170102 190400,"1,22793","1,22803"
20170102 190500,"1,22795","1,22806"
20170102 190600,"1,22802","1,22804"
20170102 190700,"1,22791","1,22806"
20170102 190800,"1,22812","1,22819"
20170102 190900,"1,22816","1,22841"
20170102 191000,"1,22842","1,22856"
20170102 191100,"1,22856","1,2286"
20170102 191200,"1,22856","1,22857"
20170102 191300,"1,22856","1,22856"
20170102 191400,"1,22854","1,22874"
20170102 191500,"1,22874","1,22874"
20170102 191600,"1,22858","1,22868"
20170102 191700,"1,22868","1,22868"
20170102 191800,"1,22855","1,22866"
20170102 191900,"1,22863","1,22875"
20170102 192000,"1,22867","1,22867"
20170102 192100,"1,22868","1,22885"
20170102 192200,"1,22866","1,22877"
20170102 192300,"1,22875","1,22875"
20170102 192400,"1,22865","1,22875"
20170102 192500,"1,22855","1,22876"
20170102 192600,"1,22855","1,22855"
20170102 192700,"1,22842","1,22856"
20170102 192800,"1,22865","1,22866"
20170102 192900,"1,22865","1,22865"
20170102 193000,"1,22865","1,22876"
20170102 193100,"1,22867","1,22904"
20170102 193200,"1,22904","1,22914"
20170102 193300,"1,22881","1,22889"
20170102 193400,"1,2288","1,2288"
20170102 193500,"1,22877","1,22886"
20170102 193600,"1,22862","1,22874"
20170102 193700,"1,22867","1,22877"
20170102 193800,"1,22872","1,22879"
20170102 193900,"1,22887","1,22898"
20170102 194000,"1,22887","1,22889"
20170102 194100,"1,22886","1,22886"
20170102 194200,"1,22869","1,22869"
20170102 194300,"1,22867","1,22868"
20170102 194400,"1,22867","1,22869"
20170102 194500,"1,22858","1,22872"
20170102 194600,"1,2287","1,22879"
20170102 194700,"1,22879","1,22879"
20170102 194800,"1,22866","1,22868"
20170102 194900,"1,22868","1,22868"
20170102 195000,"1,22856","1,22858"
20170102 195100,"1,22857","1,22881"
20170102 195200,"1,22878","1,22878"
20170102 195300,"1,22865","1,22869"
20170102 195400,"1,22868","1,22889"
20170102 195500,"1,22874","1,22877"
20170102 195600,"1,2286","1,2286"
20170102 195700,"1,22847","1,22847"
20170102 195800,"1,22835","1,22895"
20170102 195900,"1,22892","1,22893"
20170102 200000,"1,22879","1,22907"
20170102 200100,"1,22907","1,22929"
20170102 200200,"1,22927","1,2293"
20170102 200300,"1,22917","1,22928"
20170102 200400,"1,22918","1,22925"
20170102 200500,"1,22916","1,22916"
20170102 200600,"1,22907","1,2291"
20170102 200700,"1,22907","1,22917"
20170102 200800,"1,22917","1,22938"
20170102 200900,"1,22938","1,22948"
20170102 201000,"1,22948","1,22948"
20170102 201100,"1,22947","1,22947"
20170102 201200,"1,22948","1,22958"
20170102 201300,"1,22957","1,22957"
20170102 201400,"1,22957","1,22957"
20170102 201500,"1,22957","1,22957"
20170102 201600,"1,22938","1,22945"
20170102 201700,"1,22934","1,2294"
20170102 201800,"1,22927","1,22929"
20170102 201900,"1,22906","1,22934"
20170102 202000,"1,22928","1,22928"
20170102 202100,"1,2292","1,22926"
20170102 202200,"1,22922","1,22933"
20170102 202300,"1,22931","1,2294"
20170102 202400,"1,2294","1,2295"
20170102 202500,"1,22947","1,22959"
20170102 202600,"1,2296","1,22986"
20170102 202700,"1,22979","1,22981"
20170102 202800,"1,22979","1,22982"
20170102 202900,"1,2298","1,2298"
20170102 203000,"1,22979","1,22981"
20170102 203100,"1,22978","1,22978"
20170102 203200,"1,22963","1,22964"
20170102 203300,"1,22967","1,22985"
20170102 203400,"1,22974","1,22981"
20170102 203500,"1,22972","1,22972"
20170102 203600,"1,22965","1,22969"
20170102 203700,"1,22968","1,2297"
20170102 203800,"1,22967","1,22969"
20170102 203900,"1,22969","1,22969"
20170102 204000,"1,22969","1,22969"
20170102 204100,"1,22968","1,22968"
20170102 204200,"1,22966","1,22966"
20170102 204300,"1,22956","1,22977"
20170102 204400,"1,22972","1,22977"
20170102 204500,"1,22968","1,22979"
20170102 204600,"1,22977","1,22978"
20170102 204700,"1,22972","1,22973"
20170102 204800,"1,22969","1,22983"
20170102 204900,"1,2298","1,22992"
20170102 205000,"1,22987","1,22993"
20170102 205100,"1,22987","1,2299"
20170102 205200,"1,22968","1,22978"
20170102 205300,"1,22972","1,22975"
20170102 205400,"1,22973","1,22983"
20170102 205500,"1,22984","1,22989"
20170102 205600,"1,22981","1,22981"
20170102 205700,"1,22969","1,22977"
20170102 205800,"1,22969","1,22977"
20170102 205900,"1,22975","1,2298"
20170102 210000,"1,22979","1,22984"
20170102 210100,"1,22979","1,22983"
20170102 210200,"1,22978","1,2298"
20170102 210300,"1,22977","1,22986"
20170102 210400,"1,2298","1,22986"
20170102 210500,"1,22976","1,22986"
20170102 210600,"1,22986","1,22986"
20170102 210700,"1,22983","1,22992"
20170102 210800,"1,22978","1,22985"
20170102 210900,"1,22981","1,22986"
20170102 211000,"1,22981","1,22985"
20170102 211100,"1,22982","1,22985"
20170102 211200,"1,22986","1,22987"
20170102 211300,"1,22989","1,22989"
20170102 211400,"1,22985","1,22988"
20170102 211500,"1,22988","1,22993"
20170102 211600,"1,22987","1,22989"
20170102 211700,"1,22984","1,22988"
20170102 211800,"1,22984","1,22987"
20170102 211900,"1,22988","1,22994"
20170102 212000,"1,22991","1,22995"
20170102 212100,"1,22994","1,23009"
20170102 212200,"1,23001","1,23004"
20170102 212300,"1,23001","1,23014"
20170102 212400,"1,2301","1,23017"
20170102 212500,"1,23013","1,23015"
20170102 212600,"1,23013","1,23016"
20170102 212700,"1,23016","1,23019"
20170102 212800,"1,23015","1,23015"
20170102 212900,"1,23011","1,23012"
20170102 213000,"1,23013","1,23018"
20170102 213100,"1,23013","1,23021"
20170102 213200,"1,23012","1,23013"
20170102 213300,"1,23007","1,23007"
20170102 213400,"1,23","1,23002"
20170102 213500,"1,23002","1,23002"
20170102 213600,"1,23003","1,23003"
20170102 213700,"1,23002","1,23002"
20170102 213800,"1,23003","1,2301"
20170102 213900,"1,23006","1,23006"
20170102 214000,"1,22999","1,22999"
20170102 214100,"1,22996","1,23"
20170102 214200,"1,22998","1,22998"
20170102 214300,"1,2299","1,22991"
20170102 214400,"1,2299","1,22997"
20170102 214500,"1,2299","1,2299"
20170102 214600,"1,22979","1,22981"
20170102 214700,"1,22966","1,22977"
20170102 214800,"1,22968","1,22969"
20170102 214900,"1,22962","1,22972"
20170102 215000,"1,2297","1,2297"
20170102 215100,"1,2296","1,22969"
20170102 215200,"1,22961","1,22961"
20170102 215300,"1,2296","1,22961"
20170102 215400,"1,22957","1,22957"
20170102 215500,"1,22955","1,22963"
20170102 215600,"1,22959","1,22962"
20170102 215700,"1,22958","1,22963"
20170102 215800,"1,22962","1,22964"
20170102 215900,"1,22965","1,22976"
20170102 220000,"1,22968","1,22968"
20170102 220100,"1,22938","1,22945"
20170102 220200,"1,22945","1,22945"
20170102 220300,"1,22941","1,22951"
20170102 220400,"1,2294","1,2295"
20170102 220500,"1,22946","1,22951"
20170102 220600,"1,2295","1,22954"
20170102 220700,"1,2295","1,2295"
20170102 220800,"1,22945","1,22961"
20170102 220900,"1,2296","1,22967"
20170102 221000,"1,22965","1,22965"
20170102 221100,"1,22962","1,22977"
20170102 221200,"1,22972","1,22978"
20170102 221300,"1,22968","1,22972"
20170102 221400,"1,22971","1,2298"
20170102 221500,"1,22972","1,2298"
20170102 221600,"1,22971","1,22973"
20170102 221700,"1,22971","1,22973"
20170102 221800,"1,2297","1,22972"
20170102 221900,"1,22972","1,22981"
20170102 222000,"1,2298","1,2298"
20170102 222100,"1,22979","1,22989"
20170102 222200,"1,22989","1,22989"
20170102 222300,"1,22979","1,22988"
20170102 222400,"1,22987","1,22987"
20170102 222500,"1,22983","1,22985"
20170102 222600,"1,22981","1,22983"
20170102 222700,"1,22981","1,22981"
20170102 222800,"1,22979","1,22985"
20170102 222900,"1,22979","1,22979"
20170102 223000,"1,22971","1,22982"
20170102 223100,"1,22979","1,22984"
20170102 223200,"1,22985","1,22986"
20170102 223300,"1,22988","1,22988"
20170102 223400,"1,22987","1,22988"
20170102 223500,"1,22978","1,2298"
20170102 223600,"1,2298","1,22991"
20170102 223700,"1,2299","1,23003"
20170102 223800,"1,22995","1,23"
20170102 223900,"1,22997","1,23"
20170102 224000,"1,22997","1,23003"
20170102 224100,"1,23003","1,23023"
20170102 224200,"1,2302","1,2302"
20170102 224300,"1,23012","1,2302"
20170102 224400,"1,23017","1,2302"
20170102 224500,"1,23014","1,23016"
20170102 224600,"1,23014","1,23018"
20170102 224700,"1,23013","1,23014"
20170102 224800,"1,23014","1,23019"
20170102 224900,"1,23017","1,23021"
20170102 225000,"1,2302","1,2302"
20170102 225100,"1,23019","1,23031"
20170102 225200,"1,23028","1,23028"
20170102 225300,"1,23023","1,23028"
20170102 225400,"1,23025","1,23025"
20170102 225500,"1,23024","1,23024"
20170102 225600,"1,23023","1,23028"
20170102 225700,"1,23028","1,23028"
20170102 225800,"1,23028","1,23028"
20170102 225900,"1,23026","1,23033"
20170102 230000,"1,23033","1,23033"
20170102 230100,"1,23031","1,23031"
20170102 230200,"1,23032","1,23032"
20170102 230300,"1,23032","1,23032"
20170102 230400,"1,23032","1,23057"
20170102 230500,"1,23057","1,23058"
20170102 230600,"1,23046","1,23057"
20170102 230700,"1,23042","1,23042"
20170102 230800,"1,2303","1,23031"
20170102 230900,"1,23019","1,23032"
20170102 231000,"1,23029","1,23035"
20170102 231100,"1,23019","1,23019"
20170102 231200,"1,23004","1,2301"
20170102 231300,"1,23009","1,23012"
20170102 231400,"1,23013","1,23014"
20170102 231500,"1,23013","1,23025"
20170102 231600,"1,23025","1,23037"
20170102 231700,"1,23034","1,23051"
20170102 231800,"1,23046","1,23052"
